,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited_C
4190,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,No
4191,679,France,Male,36,1,97234.58,1,1,0,188997.08,No
4192,632,France,Male,60,2,0.0,2,0,1,2085.32,No
4193,550,Spain,Male,45,0,0.0,2,0,1,70399.71,No
4194,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,No
4195,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,Yes
4196,625,Spain,Female,57,7,0.0,1,0,0,84106.17,Yes
4197,515,France,Female,58,2,131852.81,1,1,0,81436.68,Yes
4198,612,Spain,Male,35,1,0.0,1,1,1,83256.26,Yes
4199,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,No
4200,529,Spain,Female,43,5,0.0,2,0,0,79476.63,No
4201,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,No
4202,526,France,Male,30,9,0.0,2,0,0,100995.68,No
4203,791,France,Female,52,7,0.0,1,1,1,122782.5,No
4204,573,France,Male,27,2,128243.03,1,1,1,11631.34,No
4205,565,France,Female,38,5,126645.13,1,1,1,168303.55,No
4206,604,France,Female,47,8,62094.71,3,0,0,9308.1,Yes
4207,656,France,Male,37,7,112291.34,1,1,0,153157.97,No
4208,447,France,Female,44,5,89188.83,1,1,1,75408.24,No
4209,682,France,Male,55,9,0.0,1,1,0,153356.8,Yes
4210,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,No
4211,792,Spain,Male,47,0,0.0,1,1,1,5557.88,Yes
4212,627,Spain,Female,25,4,0.0,1,1,1,194313.93,No
4213,767,France,Female,34,8,0.0,2,1,0,94767.77,No
4214,686,France,Male,26,7,0.0,2,1,0,1540.89,No
4215,789,France,Female,53,1,158271.74,1,1,1,5036.39,Yes
4216,794,France,Male,56,9,96951.21,1,1,1,71776.76,No
4217,587,Germany,Male,35,5,121863.61,1,1,1,23481.69,Yes
4218,589,Germany,Female,19,9,83495.11,1,1,1,143022.31,Yes
4219,543,Germany,Female,25,1,146566.01,1,0,1,161407.48,No
4220,589,Spain,Female,45,1,0.0,1,0,0,125939.22,Yes
4221,701,Germany,Male,23,5,186101.18,2,1,1,76611.33,No
4222,850,France,Male,40,6,0.0,1,1,0,136985.08,Yes
4223,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,Yes
4224,767,Spain,Male,47,2,0.0,1,1,0,48161.18,Yes
4225,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,No
4226,651,Spain,Female,36,8,0.0,2,1,0,91652.43,No
4227,633,France,Female,36,6,125130.28,1,0,0,125961.48,No
4228,740,France,Female,37,9,0.0,2,1,1,73225.31,No
4229,592,France,Female,34,9,0.0,2,1,1,20460.2,No
4230,670,France,Female,41,10,0.0,3,1,0,81602.02,No
4231,628,France,Male,36,3,0.0,2,1,1,8742.91,No
4232,745,France,Male,47,5,0.0,2,0,0,145789.71,No
4233,705,France,Male,32,3,0.0,2,0,0,129576.99,No
4234,559,France,Female,42,7,0.0,2,1,1,190040.29,No
4235,595,France,Male,29,6,150685.79,1,1,0,87771.06,No
4236,492,France,Male,35,4,141359.37,2,1,0,39519.53,No
4237,498,France,Female,29,9,0.0,1,1,0,190035.83,No
4238,655,France,Female,39,6,94631.26,2,1,1,148948.52,No
4239,636,France,Female,39,3,118336.14,1,1,0,184691.77,No
4240,634,France,Female,45,2,0.0,1,1,1,143458.31,No
4241,793,Spain,Male,63,0,0.0,2,0,1,27166.75,No
4242,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,Yes
4243,768,France,Female,26,5,51116.26,1,1,1,70454.79,Yes
4244,540,Germany,Male,64,1,91869.69,1,0,1,95421.0,No
4245,732,France,Female,34,8,122338.43,2,1,0,187985.85,No
4246,617,France,Female,30,8,0.0,1,1,1,92621.9,No
4247,637,Spain,Female,54,5,0.0,1,0,1,150836.98,No
4248,573,France,Male,26,8,86270.93,2,1,1,90177.3,No
4249,531,France,Male,44,3,0.0,2,1,1,34416.79,No
4250,489,France,Female,38,5,117289.92,1,0,0,85231.88,No
4251,601,France,Male,35,2,0.0,2,1,1,118983.18,No
4252,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,No
4253,728,Spain,Female,29,1,0.0,1,1,1,83056.22,No
4254,590,Germany,Female,27,8,123599.49,2,1,0,1676.92,No
4255,490,France,Male,29,4,0.0,2,1,0,32089.57,No
4256,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,No
4257,635,France,Male,29,1,0.0,1,0,1,24865.54,No
4258,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,No
4259,790,Spain,Female,37,3,0.0,3,0,0,98897.32,No
4260,587,France,Male,40,2,0.0,4,0,1,106174.7,Yes
4261,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,No
4262,515,France,Male,41,8,0.0,2,1,1,185054.14,No
4263,746,Spain,Male,24,10,68781.82,1,0,1,47997.39,No
4264,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,Yes
4265,709,France,Male,32,4,147307.91,1,0,1,40861.55,No
4266,536,France,Female,35,8,0.0,1,1,0,171840.24,Yes
4267,711,France,Female,41,3,145754.91,1,1,1,101455.07,No
4268,753,France,Male,46,8,0.0,3,1,0,90747.94,Yes
4269,748,France,Male,44,4,112610.77,1,0,1,2048.55,No
4270,623,France,Female,57,7,71481.79,2,1,1,84421.34,No
4271,465,France,Male,33,5,0.0,2,0,1,78698.09,No
4272,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,No
4273,562,France,Male,75,5,87140.85,1,1,1,39351.64,No
4274,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,Yes
4275,536,France,Male,32,7,178011.5,2,1,0,22375.14,No
4276,670,Germany,Female,32,4,102954.68,2,0,1,134942.45,No
4277,775,Germany,Male,51,2,123783.25,1,1,1,134901.57,No
4278,759,Germany,Male,30,4,101802.67,1,0,0,8693.8,No
4279,604,France,Male,33,3,148659.48,1,0,0,42437.75,No
4280,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,Yes
4281,554,Spain,Female,41,4,112152.89,1,0,1,36242.19,No
4282,487,France,Female,53,10,89550.85,1,0,1,90076.85,No
4283,725,France,Male,35,7,75915.75,1,1,0,150507.43,No
4284,732,Germany,Female,42,2,118889.66,2,0,0,87422.15,No
4285,623,France,Male,40,5,118788.57,1,1,0,192867.4,No
4286,781,France,Female,42,3,156555.54,1,1,1,175674.01,No
4287,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,Yes
4288,577,Germany,Female,31,4,61211.18,1,1,1,145250.43,No
4289,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,No
4290,650,Spain,Female,23,5,0.0,1,1,1,180622.43,No
4291,779,France,Male,32,10,80728.15,1,1,0,86306.75,No
4292,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,Yes
4293,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,No
4294,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,No
4295,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,Yes
4296,775,France,Male,40,9,126212.64,1,1,0,70196.57,No
4297,538,Spain,Male,68,9,0.0,2,1,0,110440.5,Yes
4298,602,France,Male,38,7,111835.94,2,1,0,124389.61,No
4299,615,France,Male,30,8,0.0,2,0,0,3183.15,No
4300,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,No
4301,615,France,Male,32,1,0.0,2,0,0,2139.25,No
4302,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,Yes
4303,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,Yes
4304,555,Spain,Male,50,7,128061.0,2,1,1,62375.1,No
4305,692,France,Female,31,2,0.0,2,1,0,91829.17,Yes
4306,476,France,Female,40,4,0.0,2,0,0,182547.04,No
4307,770,Spain,Male,46,9,190678.02,1,1,1,14725.36,No
4308,641,France,Female,40,7,0.0,1,1,0,126996.67,No
4309,705,France,Female,35,5,0.0,1,1,0,133991.11,Yes
4310,784,France,Male,38,5,136712.91,1,0,1,169920.92,No
4311,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,Yes
4312,576,France,Female,41,4,112609.91,1,0,0,191035.18,Yes
4313,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,No
4314,638,France,Male,34,5,133501.36,1,0,1,155643.04,No
4315,632,Germany,Male,30,1,58668.02,1,1,1,78670.52,No
4316,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,Yes
4317,492,France,Female,28,9,0.0,2,1,0,95957.09,No
4318,673,Germany,Female,77,10,76510.52,2,0,1,59595.66,No
4319,609,Spain,Male,34,7,140694.78,2,1,0,46266.63,No
4320,701,Germany,Male,36,7,95448.32,2,1,0,189085.07,No
4321,651,France,Male,34,4,91562.99,1,1,1,123954.15,No
4322,508,France,Male,31,8,72541.48,1,1,0,129803.08,No
4323,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,Yes
4324,489,France,Male,34,5,0.0,1,0,0,43540.59,No
4325,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,No
4326,714,Spain,Male,27,3,0.0,3,1,1,129130.09,No
4327,678,Germany,Female,30,1,139676.95,2,0,1,16146.0,No
4328,581,France,Female,55,6,0.0,1,1,1,22442.13,No
4329,748,Spain,Male,60,3,0.0,2,1,1,78194.37,No
4330,781,France,Female,19,3,0.0,2,1,1,124297.32,No
4331,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,No
4332,507,Germany,Male,31,2,134237.07,1,1,1,166423.66,Yes
4333,724,Germany,Male,34,6,118235.7,2,0,0,157137.23,No
4334,705,Spain,Female,57,3,0.0,2,1,1,34134.14,No
4335,708,Spain,Female,64,5,0.0,3,0,1,112520.07,Yes
4336,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,Yes
4337,850,France,Male,38,5,0.0,2,1,0,16491.64,No
4338,714,Spain,Male,25,2,0.0,1,1,1,132979.43,No
4339,559,France,Female,43,1,0.0,2,1,1,196645.87,No
4340,577,Spain,Female,44,8,115557.0,1,0,1,127506.76,No
4341,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,No
4342,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,Yes
4343,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,Yes
4344,528,France,Female,26,10,102073.67,2,0,0,166799.93,No
4345,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,Yes
4346,743,Spain,Male,41,7,0.0,1,1,0,163736.09,Yes
4347,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,Yes
4348,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,No
4349,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,Yes
4350,840,Spain,Female,36,6,0.0,2,1,0,141364.27,No
4351,695,France,Male,43,1,100421.1,1,1,1,101141.28,No
4352,564,France,Male,26,7,84006.88,2,0,0,183490.99,No
4353,805,France,Female,31,4,0.0,2,1,0,4798.12,No
4354,558,Spain,Male,45,4,0.0,1,1,0,131807.14,No
4355,657,France,Female,39,4,80293.81,1,1,0,97192.76,No
4356,641,France,Female,42,7,125437.14,2,0,0,164128.58,No
4357,755,France,Male,36,8,0.0,2,1,0,176809.87,No
4358,483,France,Male,48,1,0.0,2,1,1,110059.38,No
4359,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,No
4360,678,France,Male,66,8,0.0,2,1,1,47117.03,No
4361,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,Yes
4362,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,No
4363,634,Spain,Female,35,10,0.0,1,1,0,82634.41,No
4364,523,Germany,Male,27,8,61688.61,2,1,0,147059.16,No
4365,501,France,Female,40,2,0.0,2,0,0,141946.92,No
4366,662,France,Male,74,6,0.0,2,1,0,123583.85,No
4367,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,Yes
4368,648,Germany,Male,33,5,138664.24,1,1,0,29076.27,No
4369,662,France,Female,22,2,126362.57,2,1,1,97382.8,No
4370,725,France,Male,39,4,160652.45,2,1,0,57643.55,No
4371,563,France,Female,35,2,183572.84,1,1,1,66006.75,Yes
4372,628,France,Male,31,0,88421.81,1,0,0,72350.47,No
4373,546,Spain,Female,45,2,0.0,1,0,0,197789.83,Yes
4374,688,Germany,Male,41,2,112871.19,2,0,1,65520.74,No
4375,850,Germany,Male,41,8,60880.68,1,1,0,31825.84,No
4376,614,France,Female,34,5,0.0,2,1,0,185561.89,No
4377,719,France,Female,37,9,101455.7,1,1,0,25803.59,Yes
4378,757,France,Female,71,0,88084.13,2,1,1,154337.47,No
4379,669,France,Male,29,7,0.0,2,1,1,138145.62,No
4380,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,Yes
4381,492,France,Male,39,7,0.0,2,0,1,71323.23,No
4382,622,France,Female,39,9,83456.79,2,0,0,38882.34,No
4383,645,France,Male,42,4,98298.18,1,1,1,676.06,No
4384,728,France,Male,37,0,0.0,2,1,1,72203.8,No
4385,651,France,Male,35,2,86911.8,1,1,0,174094.24,No
4386,783,Germany,Female,42,2,139707.28,1,1,0,2150.22,No
4387,732,Spain,Female,67,1,0.0,2,1,1,177783.04,No
4388,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,No
4389,660,France,Male,30,7,146301.31,1,0,0,96847.91,No
4390,670,France,Female,40,3,47364.45,1,1,1,148579.43,Yes
4391,718,France,Male,38,7,0.0,2,1,0,38308.34,No
4392,787,France,Male,51,0,58137.08,1,0,1,142538.31,No
4393,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,No
4394,479,Germany,Male,24,6,107637.97,2,0,1,169505.83,No
4395,660,France,Female,20,6,167685.56,1,1,0,57929.9,No
4396,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,No
4397,659,Germany,Male,39,8,52106.33,2,1,1,107964.36,No
4398,743,France,Female,39,8,0.0,1,1,0,94263.44,No
4399,670,France,Female,45,9,104930.38,1,1,0,155921.81,Yes
4400,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,Yes
4401,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,No
4402,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,Yes
4403,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,Yes
4404,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,No
4405,564,Spain,Female,35,9,0.0,2,1,1,105837.38,No
4406,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,No
4407,527,France,Female,31,1,112203.25,1,1,0,182266.01,No
4408,687,France,Male,34,7,129895.19,1,0,1,28698.17,No
4409,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,Yes
4410,503,Germany,Male,42,9,153279.39,1,1,1,151336.96,No
4411,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,Yes
4412,666,France,Female,40,2,0.0,2,0,0,36371.27,No
4413,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,No
4414,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,No
4415,764,France,Female,24,0,0.0,2,1,0,88724.49,No
4416,471,France,Male,42,3,164951.56,1,1,0,190531.77,No
4417,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,No
4418,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,No
4419,587,Germany,Female,32,3,125445.04,2,1,1,130514.78,No
4420,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,No
4421,630,Spain,Female,31,1,0.0,2,1,1,169802.73,No
4422,648,Germany,Female,28,8,90371.09,1,1,1,146851.73,No
4423,785,France,Female,40,3,0.0,2,1,1,96832.82,No
4424,601,Germany,Female,47,1,142802.02,1,1,1,57553.02,No
4425,717,France,Female,28,1,90537.16,1,0,1,74800.99,No
4426,707,France,Female,44,6,0.0,2,1,1,192542.17,No
4427,771,France,Female,23,7,156123.73,1,1,0,72990.62,No
4428,602,France,Female,35,5,0.0,2,1,0,31050.02,No
4429,626,France,Male,38,7,141074.59,1,1,0,52795.56,Yes
4430,588,Spain,Male,59,4,0.0,2,1,1,27435.41,No
4431,616,Germany,Female,42,6,117899.95,2,0,0,150266.81,No
4432,621,Spain,Male,33,4,0.0,2,1,1,40299.23,No
4433,674,France,Male,26,6,166257.96,1,1,1,149369.41,No
4434,633,Spain,Female,46,3,0.0,2,1,0,120250.58,No
4435,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,Yes
4436,508,France,Male,26,7,205962.0,1,1,0,156424.4,No
4437,736,France,Female,24,0,0.0,2,1,0,109355.73,Yes
4438,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,No
4439,613,France,Female,21,7,105627.95,1,1,1,36560.51,No
4440,712,France,Male,32,9,100606.02,1,1,0,165693.06,No
4441,624,France,Female,38,3,0.0,2,1,1,163666.85,No
4442,676,France,Male,38,1,0.0,2,0,1,35644.79,No
4443,683,Germany,Female,32,0,138171.1,2,1,1,188203.58,No
4444,489,France,Female,31,7,139395.08,1,0,1,6120.84,No
4445,739,France,Male,29,1,0.0,2,1,1,164484.78,No
4446,701,France,Female,37,3,0.0,2,1,1,164268.28,No
4447,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,Yes
4448,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,No
4449,666,France,Male,36,3,0.0,2,1,0,35156.54,No
4450,633,France,Male,59,2,103996.74,1,1,1,103159.11,No
4451,578,France,Male,34,4,175111.11,1,1,1,74858.3,No
4452,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,Yes
4453,809,Germany,Male,33,8,148055.74,1,0,0,199203.21,No
4454,615,France,Male,36,6,0.0,1,1,1,27011.8,Yes
4455,684,Spain,Female,31,8,0.0,2,1,0,188637.05,No
4456,544,France,Male,40,8,0.0,2,1,0,61581.2,No
4457,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,No
4458,633,France,Male,37,2,0.0,2,1,0,182258.17,No
4459,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,No
4460,661,France,Male,35,5,0.0,1,1,0,155394.52,No
4461,749,Spain,Female,28,3,0.0,1,1,0,3408.7,No
4462,635,Spain,Female,32,8,0.0,2,1,1,19367.98,Yes
4463,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,Yes
4464,641,France,Male,41,6,0.0,2,1,0,65396.79,No
4465,633,Germany,Male,30,2,109786.82,2,1,1,139712.81,No
4466,413,Spain,Male,35,2,0.0,2,1,1,60972.84,No
4467,538,France,Male,31,1,0.0,2,1,0,1375.46,No
4468,437,France,Female,39,0,102721.49,1,0,0,22191.82,No
4469,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,Yes
4470,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,Yes
4471,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,Yes
4472,660,Germany,Female,23,6,166070.48,2,0,0,90494.72,No
4473,646,Germany,Female,29,4,105957.44,1,1,0,15470.91,No
4474,767,France,Male,36,3,0.0,1,0,0,65147.27,No
4475,640,France,Male,40,8,110340.68,1,1,1,157886.6,No
4476,778,France,Male,33,1,0.0,2,1,0,85439.73,No
4477,679,Germany,Male,52,9,135870.01,2,0,0,54038.62,No
4478,549,France,Male,31,4,0.0,2,0,1,25684.85,No
4479,598,France,Male,47,2,0.0,2,1,1,186116.54,No
4480,655,France,Female,45,0,0.0,2,1,0,166830.71,No
4481,494,France,Male,30,3,85704.95,1,0,1,27886.06,No
4482,653,France,Female,42,1,0.0,2,1,1,5768.32,No
4483,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,Yes
4484,645,France,Female,37,1,0.0,2,1,1,68987.55,No
4485,751,Germany,Male,34,9,108513.25,2,1,1,27097.82,No
4486,528,France,Male,35,3,156687.1,1,1,0,199320.77,No
4487,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,No
4488,716,France,Female,44,6,155114.9,1,0,0,133871.83,No
4489,602,France,Female,35,8,0.0,2,1,1,152843.53,No
4490,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,No
4491,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,No
4492,590,France,Female,32,0,127763.24,1,1,0,100717.54,No
4493,825,Spain,Female,32,1,0.0,2,1,1,42935.15,No
4494,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,No
4495,789,France,Female,32,7,69423.52,1,1,0,107499.39,No
4496,701,France,Female,42,6,86167.82,1,1,0,153342.38,No
4497,713,Spain,Female,47,1,0.0,1,1,0,107825.08,Yes
4498,570,France,Male,30,2,131406.56,1,1,1,47952.45,No
4499,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,No
4500,771,Germany,Male,32,9,77487.2,1,0,0,33143.04,No
4501,512,France,Female,75,2,0.0,1,1,0,123304.62,No
4502,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,Yes
4503,656,France,Male,33,7,138705.02,2,1,0,37136.15,No
4504,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,No
4505,709,France,Female,30,5,0.0,2,0,1,161388.22,No
4506,597,Spain,Female,66,3,0.0,1,1,1,70532.53,No
4507,592,France,Male,28,2,116498.22,1,1,0,144290.25,No
4508,599,France,Female,41,1,0.0,2,1,0,96069.82,No
4509,572,Germany,Female,35,1,139979.07,1,1,0,185662.84,No
4510,611,Germany,Female,43,9,127216.31,2,0,1,17913.25,No
4511,634,France,Female,45,2,0.0,4,1,0,101039.53,Yes
4512,666,France,Male,51,2,148222.65,1,0,0,156953.54,Yes
4513,696,France,Female,41,8,0.0,2,0,0,28276.83,No
4514,669,France,Female,38,8,0.0,2,1,0,84049.16,No
4515,726,Spain,Male,30,8,134152.29,1,1,1,147822.44,No
4516,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,Yes
4517,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,No
4518,850,Spain,Female,29,7,0.0,2,1,0,23237.25,No
4519,617,Spain,Male,38,7,0.0,1,1,1,27239.28,No
4520,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,Yes
4521,560,Spain,Female,27,7,124995.98,1,1,1,114669.79,No
4522,629,Spain,Male,39,5,0.0,2,0,0,116748.14,No
4523,660,Germany,Female,52,4,86891.84,1,1,0,90877.76,No
4524,676,France,Male,38,8,0.0,2,1,1,133692.88,No
4525,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,No
4526,798,France,Male,34,9,154495.79,1,1,0,191395.88,No
4527,705,France,Male,38,1,189443.72,1,0,1,106648.58,No
4528,714,Spain,Female,31,6,152926.6,1,1,1,50899.91,No
4529,664,France,Female,44,8,142989.69,1,1,1,115452.51,Yes
4530,697,Germany,Male,43,7,115371.94,2,1,0,64139.1,No
4531,609,France,Male,37,6,0.0,2,0,1,22030.72,No
4532,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,No
4533,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,Yes
4534,656,France,Male,41,2,0.0,2,1,0,158973.77,No
4535,727,Germany,Male,37,9,101191.83,1,1,1,34551.35,Yes
4536,642,France,Female,55,7,0.0,2,1,1,101515.76,No
4537,710,Spain,Female,31,5,0.0,2,1,0,9561.73,No
4538,710,Spain,Male,33,1,0.0,2,1,0,168313.17,No
4539,718,France,Female,37,7,0.0,2,1,1,55100.09,No
4540,586,Germany,Male,32,1,149814.54,1,1,0,31830.06,No
4541,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,No
4542,630,France,Male,28,9,0.0,2,0,0,32599.35,No
4543,791,Germany,Female,42,10,113657.41,2,0,1,139946.68,Yes
4544,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,No
4545,477,Germany,Female,36,3,117700.86,1,0,0,74042.0,No
4546,662,France,Female,37,5,0.0,2,1,0,151871.84,No
4547,850,Germany,Male,37,9,122506.38,1,0,1,199693.84,Yes
4548,635,France,Female,58,1,0.0,1,1,1,58907.08,Yes
4549,537,France,Male,59,9,0.0,2,0,0,103799.77,Yes
4550,579,France,Female,39,3,166501.17,2,1,0,93835.64,No
4551,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,Yes
4552,610,France,Female,25,2,0.0,2,1,0,123723.83,No
4553,581,France,Male,30,1,0.0,2,1,0,199464.08,No
4554,592,France,Male,39,7,0.0,2,1,0,83084.33,No
4555,688,Spain,Female,35,6,0.0,1,1,0,25488.43,Yes
4556,681,France,Female,18,1,98894.39,1,1,1,9596.4,No
4557,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,No
4558,792,France,Male,34,1,0.0,1,0,1,86330.32,No
4559,528,Germany,Female,62,7,133201.17,1,0,0,168507.68,Yes
4560,624,Spain,Female,36,0,0.0,2,1,0,111605.9,No
4561,562,Germany,Male,31,4,127237.25,2,0,1,143317.42,No
4562,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,No
4563,705,Germany,Female,64,3,153469.26,3,0,0,146573.66,Yes
4564,650,Germany,Male,23,4,93911.3,2,1,0,69055.45,No
4565,593,Spain,Female,46,2,76597.79,1,1,1,54453.72,No
4566,652,France,Female,40,4,79927.36,2,1,1,33524.6,No
4567,554,Spain,Female,27,4,0.0,2,1,1,135083.73,No
4568,584,Germany,Male,32,8,40172.91,1,1,1,137439.34,No
4569,516,France,Male,33,7,115195.58,1,1,1,11205.5,No
4570,789,Germany,Female,43,9,116644.29,2,1,1,60176.1,No
4571,598,Germany,Male,20,8,180293.84,2,1,1,29552.7,No
4572,669,Germany,Female,30,7,139872.81,1,1,0,188795.85,No
4573,645,France,Female,24,3,34547.82,1,1,1,11638.17,No
4574,659,France,Female,32,9,0.0,2,1,1,93155.75,No
4575,833,Germany,Male,29,1,96462.25,2,0,1,48986.18,No
4576,697,Spain,Female,40,7,130334.35,2,0,1,116951.1,No
4577,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,No
4578,691,France,Male,38,1,0.0,2,0,0,44653.5,No
4579,534,France,Male,52,1,0.0,3,1,1,104035.41,Yes
4580,478,France,Female,32,6,71187.24,1,1,1,110593.62,No
4581,572,France,Female,47,2,0.0,2,1,0,36099.7,No
4582,501,France,Male,37,4,0.0,2,0,0,12470.3,No
4583,624,Spain,Female,38,8,0.0,2,1,0,95403.41,No
4584,595,France,Female,39,9,136422.41,1,1,1,151757.81,No
4585,603,France,Male,30,8,0.0,2,1,1,47536.46,No
4586,602,France,Female,25,0,0.0,2,1,1,101274.17,No
4587,500,France,Female,34,6,0.0,1,1,1,140268.45,No
4588,422,France,Male,41,6,153238.88,1,1,0,11663.09,No
4589,615,France,Male,35,7,0.0,2,1,0,150784.29,No
4590,635,France,Female,78,6,47536.4,1,1,1,119400.08,No
4591,711,France,Female,32,1,0.0,2,1,0,126188.42,No
4592,834,France,Male,36,8,142882.49,1,1,0,89983.02,Yes
4593,633,France,Female,44,7,0.0,2,1,0,29761.29,No
4594,650,France,Female,31,1,160566.11,2,0,0,27073.81,No
4595,743,Germany,Male,65,2,131935.51,1,1,1,96399.67,Yes
4596,567,France,Male,38,6,127678.8,2,0,0,45422.89,No
4597,706,Germany,Female,46,4,105214.58,1,1,0,108699.59,Yes
4598,638,France,Male,46,9,139859.54,1,1,0,38967.29,No
4599,641,France,Female,38,3,0.0,2,1,0,116466.19,No
4600,574,France,Female,34,5,112324.45,2,1,1,17993.43,No
4601,642,Germany,Male,30,8,134497.27,1,0,0,43250.54,No
4602,722,Spain,Female,35,1,120171.58,1,1,0,125240.8,No
4603,623,France,Male,23,1,106012.2,2,0,1,191415.94,No
4604,681,France,Male,25,5,0.0,1,0,1,90860.97,No
4605,530,France,Female,34,8,0.0,2,0,1,141872.52,No
4606,797,France,Female,55,10,0.0,4,1,1,49418.87,Yes
4607,653,France,Male,51,3,0.0,1,1,0,170426.65,Yes
4608,850,Germany,Male,42,8,119839.69,1,0,1,51016.02,Yes
4609,581,Spain,Male,34,1,0.0,2,0,1,81175.25,No
4610,589,Germany,Male,38,8,92219.21,1,1,0,99106.97,No
